CybORG v2.1, Scenario2, Commit Hash: b6cb7403b198021ac9355a6f02ac26f925379c05
author: test, team: test, technique: test
wrappers: ChallengeWrapper(env=env, agent_name='Blue')
steps: 30, adversary: B_lineAgent, mean: -216.02199999999993, standard deviation 19.65935960813627
actions: [('Sleep', 'DiscoverRemoteSystems 10.0.198.176/28'), ('Sleep', 'DiscoverNetworkServices 10.0.198.181'), ('Sleep', 'ExploitRemoteService 10.0.198.181'), ('Sleep', 'PrivilegeEscalate User1'), ('Sleep', 'DiscoverNetworkServices 10.0.122.54'), ('Sleep', 'ExploitRemoteService 10.0.122.54'), ('Sleep', 'PrivilegeEscalate Enterprise1'), ('Sleep', 'DiscoverRemoteSystems 10.0.122.48/28'), ('Sleep', 'DiscoverNetworkServices 10.0.122.51'), ('Sleep', 'ExploitRemoteService 10.0.122.51'), ('Analyse Op_Host1', 'PrivilegeEscalate Enterprise2'), ('Analyse Enterprise0', 'DiscoverNetworkServices 10.0.52.142'), ('Sleep', 'ExploitRemoteService 10.0.52.142'), ('Analyse Op_Host2', 'PrivilegeEscalate Op_Server0'), ('Analyse Enterprise1', 'Impact Op_Server0'), ('Monitor', 'Impact Op_Server0'), ('Sleep', 'Impact Op_Server0'), ('Analyse Op_Host1', 'Impact Op_Server0'), ('Analyse Enterprise0', 'Impact Op_Server0'), ('Sleep', 'Impact Op_Server0'), ('Analyse Op_Host1', 'Impact Op_Server0'), ('Analyse Enterprise0', 'Impact Op_Server0'), ('Sleep', 'Impact Op_Server0'), ('Remove User4', 'Impact Op_Server0'), ('Sleep', 'Impact Op_Server0'), ('Analyse Op_Host1', 'Impact Op_Server0'), ('Analyse Enterprise0', 'Impact Op_Server0'), ('Sleep', 'Impact Op_Server0'), ('Analyse Op_Host1', 'Impact Op_Server0'), ('Analyse Enterprise0', 'Impact Op_Server0')], total reward: -223.79999999999993
actions: [('Analyse Enterprise2', 'DiscoverRemoteSystems 10.0.184.16/28'), ('Monitor', 'DiscoverNetworkServices 10.0.184.26'), ('Sleep', 'DiscoverNetworkServices 10.0.184.29'), ('Analyse Enterprise2', 'DiscoverNetworkServices 10.0.184.23'), ('Monitor', 'DiscoverNetworkServices 10.0.184.21'), ('Sleep', 'DiscoverNetworkServices 10.0.184.24'), ('Analyse Enterprise2', 'PrivilegeEscalate User0'), ('Monitor', 'ExploitRemoteService 10.0.184.26'), ('Analyse User3', 'PrivilegeEscalate User3'), ('Sleep', 'DiscoverNetworkServices 10.0.47.35'), ('Analyse Defender', 'ExploitRemoteService 10.0.184.24'), ('Sleep', 'PrivilegeEscalate User1'), ('Analyse Enterprise2', 'DiscoverNetworkServices 10.0.47.45'), ('Analyse Op_Server0', 'ExploitRemoteService 10.0.47.45'), ('Sleep', 'PrivilegeEscalate Enterprise1'), ('Analyse Op_Host1', 'DiscoverRemoteSystems 10.0.47.32/28'), ('Analyse Enterprise0', 'DiscoverNetworkServices 10.0.47.46'), ('Sleep', 'DiscoverNetworkServices 10.0.47.40'), ('Analyse Enterprise2', 'ExploitRemoteService 10.0.184.23'), ('Monitor', 'PrivilegeEscalate User4'), ('Sleep', 'ExploitRemoteService 10.0.47.35'), ('Analyse Op_Host0', 'PrivilegeEscalate Enterprise0'), ('Analyse Defender', 'ExploitRemoteService 10.0.47.46'), ('Sleep', 'PrivilegeEscalate Enterprise2'), ('Analyse Op_Host0', 'DiscoverNetworkServices 10.0.19.61'), ('Analyse Defender', 'ExploitRemoteService 10.0.184.29'), ('Sleep', 'ExploitRemoteService 10.0.184.21'), ('Analyse Op_Host0', 'PrivilegeEscalate User2'), ('Remove Op_Server0', 'ExploitRemoteService 10.0.47.40'), ('Sleep', 'ExploitRemoteService 10.0.47.35')], total reward: -38.7
actions: [('Sleep', 'DiscoverRemoteSystems 10.0.88.96/28'), ('Analyse Enterprise2', 'DiscoverNetworkServices 10.0.88.106'), ('Monitor', 'DiscoverNetworkServices 10.0.88.103'), ('Sleep', 'DiscoverNetworkServices 10.0.88.107'), ('Analyse Enterprise2', 'DiscoverNetworkServices 10.0.88.102'), ('Monitor', 'DiscoverNetworkServices 10.0.88.104'), ('Sleep', 'PrivilegeEscalate User0'), ('Analyse Enterprise2', 'ExploitRemoteService 10.0.88.103'), ('Monitor', 'PrivilegeEscalate User1'), ('Sleep', 'DiscoverNetworkServices 10.0.108.26'), ('Monitor', 'ExploitRemoteService 10.0.88.107'), ('Sleep', 'PrivilegeEscalate User4'), ('Remove Enterprise0', 'DiscoverNetworkServices 10.0.108.23'), ('Sleep', 'ExploitRemoteService 10.0.88.104'), ('Analyse Enterprise2', 'ExploitRemoteService 10.0.108.26'), ('Monitor', 'ExploitRemoteService 10.0.108.26'), ('Sleep', 'PrivilegeEscalate Enterprise1'), ('Analyse Op_Host1', 'DiscoverRemoteSystems 10.0.108.16/28'), ('Sleep', 'DiscoverNetworkServices 10.0.108.25'), ('Analyse Enterprise2', 'DiscoverNetworkServices 10.0.108.21'), ('Monitor', 'ExploitRemoteService 10.0.108.25'), ('Sleep', 'ExploitRemoteService 10.0.108.23'), ('Analyse Op_Host0', 'PrivilegeEscalate Enterprise0'), ('Analyse Defender', 'ExploitRemoteService 10.0.88.106'), ('Sleep', 'PrivilegeEscalate User3'), ('Analyse Enterprise2', 'ExploitRemoteService 10.0.108.21'), ('Monitor', 'PrivilegeEscalate Enterprise2'), ('Analyse User4', 'DiscoverNetworkServices 10.0.178.99'), ('Sleep', 'ExploitRemoteService 10.0.108.25'), ('Remove Enterprise1', 'ExploitRemoteService 10.0.108.25')], total reward: -30.900000000000006
actions: [('Sleep', 'DiscoverRemoteSystems 10.0.239.160/28'), ('Analyse Enterprise2', 'DiscoverNetworkServices 10.0.239.170'), ('Monitor', 'DiscoverNetworkServices 10.0.239.166'), ('Sleep', 'DiscoverNetworkServices 10.0.239.164'), ('Analyse Enterprise2', 'DiscoverNetworkServices 10.0.239.174'), ('Monitor', 'DiscoverNetworkServices 10.0.239.163'), ('Sleep', 'PrivilegeEscalate User0'), ('Analyse Enterprise2', 'ExploitRemoteService 10.0.239.163'), ('Monitor', 'ExploitRemoteService 10.0.239.166'), ('Sleep', 'PrivilegeEscalate User2'), ('Analyse Enterprise2', 'DiscoverNetworkServices 10.0.215.211'), ('Monitor', 'ExploitRemoteService 10.0.215.211'), ('Remove Enterprise0', 'PrivilegeEscalate Enterprise1'), ('Sleep', 'DiscoverRemoteSystems 10.0.215.208/28'), ('Analyse Op_Host1', 'DiscoverNetworkServices 10.0.215.209'), ('Analyse Enterprise0', 'DiscoverNetworkServices 10.0.215.215'), ('Sleep', 'DiscoverNetworkServices 10.0.215.217'), ('Analyse Op_Host1', 'ExploitRemoteService 10.0.215.209'), ('Analyse Enterprise0', 'PrivilegeEscalate Enterprise0'), ('Sleep', 'ExploitRemoteService 10.0.215.217'), ('Remove Op_Host0', 'PrivilegeEscalate Enterprise2'), ('Sleep', 'DiscoverNetworkServices 10.0.90.152'), ('Analyse Op_Host2', 'ExploitRemoteService 10.0.215.215'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.239.170'), ('Remove User2', 'PrivilegeEscalate User3'), ('Remove Enterprise2', 'ExploitRemoteService 10.0.90.152'), ('Sleep', 'PrivilegeEscalate Op_Server0'), ('Analyse Op_Host1', 'Impact Op_Server0'), ('Analyse Enterprise0', 'Impact Op_Server0'), ('Sleep', 'Impact Op_Server0')], total reward: -76.9
actions: [('Sleep', 'DiscoverRemoteSystems 10.0.208.48/28'), ('Analyse Enterprise2', 'DiscoverNetworkServices 10.0.208.49'), ('Monitor', 'DiscoverNetworkServices 10.0.208.58'), ('Sleep', 'DiscoverNetworkServices 10.0.208.60'), ('Analyse Enterprise2', 'DiscoverNetworkServices 10.0.208.50'), ('Monitor', 'DiscoverNetworkServices 10.0.208.59'), ('Sleep', 'PrivilegeEscalate User0'), ('Analyse Enterprise2', 'ExploitRemoteService 10.0.208.58'), ('Monitor', 'PrivilegeEscalate User3'), ('Sleep', 'DiscoverNetworkServices 10.0.87.70'), ('Analyse Op_Host0', 'ExploitRemoteService 10.0.208.60'), ('Analyse Defender', 'PrivilegeEscalate User2'), ('Sleep', 'DiscoverNetworkServices 10.0.87.69'), ('Analyse Op_Host1', 'ExploitRemoteService 10.0.87.70'), ('Remove Enterprise1', 'PrivilegeEscalate Enterprise0'), ('Sleep', 'DiscoverRemoteSystems 10.0.87.64/28'), ('Analyse Op_Host0', 'DiscoverNetworkServices 10.0.87.78'), ('Remove Defender', 'DiscoverNetworkServices 10.0.87.72'), ('Sleep', 'ExploitRemoteService 10.0.208.59'), ('Analyse Op_Host0', 'ExploitRemoteService 10.0.87.69'), ('Analyse Defender', 'PrivilegeEscalate Enterprise1'), ('Sleep', 'ExploitRemoteService 10.0.87.78'), ('Analyse Op_Host0', 'PrivilegeEscalate Enterprise2'), ('Analyse Defender', 'DiscoverNetworkServices 10.0.17.83'), ('Sleep', 'ExploitRemoteService 10.0.208.49'), ('Analyse Op_Host0', 'PrivilegeEscalate User1'), ('Analyse Defender', 'ExploitRemoteService 10.0.208.50'), ('Sleep', 'PrivilegeEscalate User4'), ('Remove User1', 'ExploitRemoteService 10.0.87.72'), ('Sleep', 'ExploitRemoteService 10.0.17.83')], total reward: -39.199999999999996
actions: [('Sleep', 'DiscoverRemoteSystems 10.0.118.112/28'), ('Analyse Enterprise2', 'DiscoverNetworkServices 10.0.118.120'), ('Analyse Enterprise1', 'DiscoverNetworkServices 10.0.118.125'), ('Sleep', 'DiscoverNetworkServices 10.0.118.119'), ('Analyse Enterprise2', 'DiscoverNetworkServices 10.0.118.114'), ('Analyse Op_Host1', 'DiscoverNetworkServices 10.0.118.116'), ('Analyse Enterprise0', 'PrivilegeEscalate User0'), ('Sleep', 'ExploitRemoteService 10.0.118.119'), ('Analyse Enterprise2', 'ExploitRemoteService 10.0.118.120'), ('Monitor', 'PrivilegeEscalate User1'), ('Sleep', 'DiscoverNetworkServices 10.0.155.249'), ('Remove User3', 'ExploitRemoteService 10.0.118.114'), ('Sleep', 'PrivilegeEscalate User2'), ('Analyse Enterprise2', 'ExploitRemoteService 10.0.118.125'), ('Monitor', 'PrivilegeEscalate User4'), ('Sleep', 'DiscoverNetworkServices 10.0.155.242'), ('Analyse User0', 'ExploitRemoteService 10.0.118.116'), ('Sleep', 'PrivilegeEscalate User3'), ('Sleep', 'ExploitRemoteService 10.0.155.242'), ('Analyse Op_Host0', 'PrivilegeEscalate Enterprise0'), ('Analyse Defender', 'DiscoverRemoteSystems 10.0.155.240/28'), ('Analyse Enterprise2', 'DiscoverNetworkServices 10.0.155.245'), ('Monitor', 'DiscoverNetworkServices 10.0.155.250'), ('Sleep', 'ExploitRemoteService 10.0.155.250'), ('Analyse Enterprise2', 'ExploitRemoteService 10.0.155.245'), ('Monitor', 'PrivilegeEscalate Enterprise2'), ('Sleep', 'DiscoverNetworkServices 10.0.92.250'), ('Analyse Op_Host2', 'ExploitRemoteService 10.0.155.250'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.155.249'), ('Sleep', 'PrivilegeEscalate Enterprise1')], total reward: -25.099999999999998
actions: [('Sleep', 'DiscoverRemoteSystems 10.0.235.48/28'), ('Analyse Enterprise2', 'DiscoverNetworkServices 10.0.235.56'), ('Remove Enterprise2', 'DiscoverNetworkServices 10.0.235.52'), ('Sleep', 'DiscoverNetworkServices 10.0.235.51'), ('Analyse Enterprise2', 'DiscoverNetworkServices 10.0.235.50'), ('Monitor', 'DiscoverNetworkServices 10.0.235.54'), ('Sleep', 'PrivilegeEscalate User0'), ('Analyse Enterprise2', 'ExploitRemoteService 10.0.235.50'), ('Monitor', 'PrivilegeEscalate User1'), ('Sleep', 'DiscoverNetworkServices 10.0.45.101'), ('Analyse Op_Host1', 'ExploitRemoteService 10.0.235.51'), ('Analyse User3', 'PrivilegeEscalate User4'), ('Sleep', 'DiscoverNetworkServices 10.0.45.98'), ('Analyse Op_Host0', 'ExploitRemoteService 10.0.45.101'), ('Remove User2', 'PrivilegeEscalate Enterprise1'), ('Sleep', 'DiscoverRemoteSystems 10.0.45.96/28'), ('Analyse Op_Host1', 'DiscoverNetworkServices 10.0.45.100'), ('Analyse Enterprise0', 'DiscoverNetworkServices 10.0.45.99'), ('Remove Enterprise0', 'ExploitRemoteService 10.0.235.54'), ('Sleep', 'ExploitRemoteService 10.0.45.100'), ('Analyse Enterprise2', 'ExploitRemoteService 10.0.45.99'), ('Monitor', 'PrivilegeEscalate Enterprise2'), ('Remove User2', 'DiscoverNetworkServices 10.0.178.114'), ('Sleep', 'ExploitRemoteService 10.0.45.100'), ('Analyse Enterprise2', 'ExploitRemoteService 10.0.45.101'), ('Remove Op_Host0', 'PrivilegeEscalate Enterprise1'), ('Sleep', 'ExploitRemoteService 10.0.178.114'), ('Analyse Op_Host2', 'PrivilegeEscalate Op_Server0'), ('Analyse Enterprise1', 'Impact Op_Server0'), ('Sleep', 'Impact Op_Server0')], total reward: -52.2
actions: [('Analyse Enterprise2', 'DiscoverRemoteSystems 10.0.18.160/28'), ('Monitor', 'DiscoverNetworkServices 10.0.18.171'), ('Sleep', 'DiscoverNetworkServices 10.0.18.166'), ('Analyse Enterprise2', 'DiscoverNetworkServices 10.0.18.172'), ('Monitor', 'DiscoverNetworkServices 10.0.18.161'), ('Sleep', 'DiscoverNetworkServices 10.0.18.162'), ('Analyse Enterprise2', 'PrivilegeEscalate User0'), ('Monitor', 'ExploitRemoteService 10.0.18.161'), ('Sleep', 'ExploitRemoteService 10.0.18.171'), ('Analyse Enterprise2', 'PrivilegeEscalate User2'), ('Monitor', 'DiscoverNetworkServices 10.0.222.21'), ('Sleep', 'ExploitRemoteService 10.0.18.166'), ('Analyse User4', 'ExploitRemoteService 10.0.222.21'), ('Sleep', 'PrivilegeEscalate Enterprise1'), ('Analyse Op_Host1', 'DiscoverRemoteSystems 10.0.222.16/28'), ('Analyse Enterprise0', 'DiscoverNetworkServices 10.0.222.22'), ('Sleep', 'DiscoverNetworkServices 10.0.222.20'), ('Analyse Op_Host0', 'DiscoverNetworkServices 10.0.222.18'), ('Analyse Defender', 'ExploitRemoteService 10.0.222.22'), ('Sleep', 'PrivilegeEscalate Enterprise2'), ('Remove User1', 'DiscoverNetworkServices 10.0.7.84'), ('Sleep', 'ExploitRemoteService 10.0.18.162'), ('Analyse Op_Host1', 'PrivilegeEscalate User4'), ('Analyse Enterprise0', 'ExploitRemoteService 10.0.18.166'), ('Sleep', 'PrivilegeEscalate User3'), ('Analyse Op_Host1', 'ExploitRemoteService 10.0.222.18'), ('Remove User4', 'ExploitRemoteService 10.0.18.172'), ('Sleep', 'PrivilegeEscalate User1'), ('Analyse Enterprise2', 'ExploitRemoteService 10.0.7.84'), ('Monitor', 'PrivilegeEscalate Op_Server0')], total reward: -33.1
actions: [('Sleep', 'DiscoverRemoteSystems 10.0.26.32/28'), ('Analyse Enterprise2', 'DiscoverNetworkServices 10.0.26.46'), ('Monitor', 'DiscoverNetworkServices 10.0.26.37'), ('Sleep', 'DiscoverNetworkServices 10.0.26.45'), ('Analyse Op_Server0', 'DiscoverNetworkServices 10.0.26.38'), ('Sleep', 'DiscoverNetworkServices 10.0.26.33'), ('Analyse Enterprise2', 'PrivilegeEscalate User0'), ('Monitor', 'ExploitRemoteService 10.0.26.45'), ('Sleep', 'PrivilegeEscalate User2'), ('Analyse Enterprise2', 'DiscoverNetworkServices 10.0.193.3'), ('Monitor', 'ExploitRemoteService 10.0.193.3'), ('Monitor', 'PrivilegeEscalate Enterprise1'), ('Sleep', 'DiscoverRemoteSystems 10.0.193.0/28'), ('Analyse Op_Host1', 'DiscoverNetworkServices 10.0.193.4'), ('Analyse Enterprise0', 'DiscoverNetworkServices 10.0.193.14'), ('Sleep', 'DiscoverNetworkServices 10.0.193.5'), ('Analyse Enterprise2', 'ExploitRemoteService 10.0.26.33'), ('Monitor', 'PrivilegeEscalate User3'), ('Sleep', 'ExploitRemoteService 10.0.193.4'), ('Analyse Op_Host1', 'PrivilegeEscalate Enterprise2'), ('Analyse Enterprise0', 'DiscoverNetworkServices 10.0.211.51'), ('Sleep', 'ExploitRemoteService 10.0.193.14'), ('Analyse Op_Host0', 'PrivilegeEscalate Enterprise0'), ('Analyse Defender', 'ExploitRemoteService 10.0.26.37'), ('Sleep', 'PrivilegeEscalate User4'), ('Analyse Op_Host0', 'ExploitRemoteService 10.0.211.51'), ('Analyse Defender', 'PrivilegeEscalate Op_Server0'), ('Remove Defender', 'Impact Op_Server0'), ('Sleep', 'Impact Op_Server0'), ('Analyse Op_Host2', 'Impact Op_Server0')], total reward: -76.39999999999999
actions: [('Analyse User3', 'DiscoverRemoteSystems 10.0.207.64/28'), ('Sleep', 'DiscoverNetworkServices 10.0.207.68'), ('Analyse Enterprise2', 'DiscoverNetworkServices 10.0.207.78'), ('Monitor', 'DiscoverNetworkServices 10.0.207.77'), ('Sleep', 'DiscoverNetworkServices 10.0.207.69'), ('Analyse Enterprise2', 'DiscoverNetworkServices 10.0.207.71'), ('Sleep', 'PrivilegeEscalate User0'), ('Analyse Enterprise2', 'ExploitRemoteService 10.0.207.68'), ('Monitor', 'PrivilegeEscalate User3'), ('Sleep', 'DiscoverNetworkServices 10.0.200.36'), ('Analyse Op_Host0', 'ExploitRemoteService 10.0.207.78'), ('Analyse Defender', 'PrivilegeEscalate User2'), ('Sleep', 'DiscoverNetworkServices 10.0.200.42'), ('Analyse Op_Host1', 'ExploitRemoteService 10.0.200.42'), ('Analyse Enterprise0', 'PrivilegeEscalate Enterprise1'), ('Sleep', 'DiscoverRemoteSystems 10.0.200.32/28'), ('Analyse Op_Host1', 'DiscoverNetworkServices 10.0.200.33'), ('Analyse Enterprise0', 'DiscoverNetworkServices 10.0.200.43'), ('Sleep', 'ExploitRemoteService 10.0.207.71'), ('Analyse Op_Host1', 'PrivilegeEscalate User4'), ('Analyse Enterprise0', 'ExploitRemoteService 10.0.200.33'), ('Analyse User3', 'PrivilegeEscalate Enterprise2'), ('Sleep', 'DiscoverNetworkServices 10.0.113.213'), ('Analyse Op_Host1', 'ExploitRemoteService 10.0.113.213'), ('Analyse Enterprise0', 'PrivilegeEscalate Op_Server0'), ('Sleep', 'Impact Op_Server0'), ('Analyse Op_Host2', 'Impact Op_Server0'), ('Analyse Op_Host2', 'Impact Op_Server0'), ('Analyse Enterprise1', 'Impact Op_Server0'), ('Sleep', 'Impact Op_Server0')], total reward: -86.5
actions: [('Sleep', 'DiscoverRemoteSystems 10.0.77.128/28'), ('Analyse Enterprise2', 'DiscoverNetworkServices 10.0.77.142'), ('Monitor', 'DiscoverNetworkServices 10.0.77.131'), ('Sleep', 'DiscoverNetworkServices 10.0.77.141'), ('Analyse Enterprise2', 'DiscoverNetworkServices 10.0.77.136'), ('Monitor', 'DiscoverNetworkServices 10.0.77.132'), ('Remove Enterprise2', 'PrivilegeEscalate User0'), ('Sleep', 'ExploitRemoteService 10.0.77.131'), ('Analyse Enterprise2', 'PrivilegeEscalate User3'), ('Monitor', 'DiscoverNetworkServices 10.0.60.9'), ('Sleep', 'ExploitRemoteService 10.0.60.9'), ('Analyse Op_Host0', 'PrivilegeEscalate Enterprise0'), ('Analyse Defender', 'DiscoverRemoteSystems 10.0.60.0/28'), ('Sleep', 'DiscoverNetworkServices 10.0.60.3'), ('Analyse Op_Host0', 'DiscoverNetworkServices 10.0.60.7'), ('Analyse Op_Host2', 'DiscoverNetworkServices 10.0.60.2'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.77.141'), ('Sleep', 'PrivilegeEscalate User1'), ('Analyse Op_Host0', 'ExploitRemoteService 10.0.77.132'), ('Analyse Defender', 'ExploitRemoteService 10.0.60.7'), ('Remove User2', 'ExploitRemoteService 10.0.77.142'), ('Sleep', 'PrivilegeEscalate User4'), ('Analyse Enterprise2', 'ExploitRemoteService 10.0.60.7'), ('Remove User4', 'ExploitRemoteService 10.0.60.3'), ('Sleep', 'PrivilegeEscalate Enterprise2'), ('Analyse Enterprise2', 'DiscoverNetworkServices 10.0.19.103'), ('Monitor', 'ExploitRemoteService 10.0.60.9'), ('Sleep', 'PrivilegeEscalate Enterprise0'), ('Analyse Enterprise2', 'ExploitRemoteService 10.0.60.2'), ('Monitor', 'PrivilegeEscalate Enterprise1')], total reward: -30.500000000000004
actions: [('Sleep', 'DiscoverRemoteSystems 10.0.227.192/28'), ('Analyse Enterprise2', 'DiscoverNetworkServices 10.0.227.193'), ('Monitor', 'DiscoverNetworkServices 10.0.227.203'), ('Sleep', 'DiscoverNetworkServices 10.0.227.195'), ('Analyse Enterprise2', 'DiscoverNetworkServices 10.0.227.198'), ('Remove User4', 'DiscoverNetworkServices 10.0.227.196'), ('Sleep', 'PrivilegeEscalate User0'), ('Analyse Enterprise2', 'ExploitRemoteService 10.0.227.193'), ('Monitor', 'PrivilegeEscalate User1'), ('Sleep', 'DiscoverNetworkServices 10.0.242.172'), ('Analyse Op_Host1', 'ExploitRemoteService 10.0.227.198'), ('Analyse Enterprise0', 'PrivilegeEscalate User4'), ('Sleep', 'DiscoverNetworkServices 10.0.242.170'), ('Analyse Op_Host0', 'ExploitRemoteService 10.0.227.196'), ('Analyse Defender', 'PrivilegeEscalate User2'), ('Sleep', 'ExploitRemoteService 10.0.227.203'), ('Remove Op_Host0', 'PrivilegeEscalate User3'), ('Sleep', 'ExploitRemoteService 10.0.242.172'), ('Analyse Op_Host1', 'PrivilegeEscalate Enterprise1'), ('Analyse Enterprise0', 'DiscoverRemoteSystems 10.0.242.160/28'), ('Sleep', 'DiscoverNetworkServices 10.0.242.169'), ('Analyse Enterprise2', 'DiscoverNetworkServices 10.0.242.168'), ('Monitor', 'ExploitRemoteService 10.0.242.170'), ('Sleep', 'PrivilegeEscalate Enterprise0'), ('Analyse Op_Host0', 'ExploitRemoteService 10.0.242.169'), ('Analyse Defender', 'ExploitRemoteService 10.0.242.169'), ('Sleep', 'ExploitRemoteService 10.0.242.169'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.242.172'), ('Analyse Enterprise1', 'PrivilegeEscalate Enterprise1'), ('Remove Op_Host1', 'ExploitRemoteService 10.0.242.169')], total reward: -26.499999999999996
actions: [('Remove User0', 'DiscoverRemoteSystems 10.0.146.112/28'), ('Sleep', 'DiscoverNetworkServices 10.0.146.119'), ('Analyse Enterprise2', 'DiscoverNetworkServices 10.0.146.121'), ('Monitor', 'DiscoverNetworkServices 10.0.146.118'), ('Remove User0', 'DiscoverNetworkServices 10.0.146.122'), ('Sleep', 'DiscoverNetworkServices 10.0.146.126'), ('Analyse Enterprise2', 'PrivilegeEscalate User0'), ('Monitor', 'ExploitRemoteService 10.0.146.126'), ('Sleep', 'PrivilegeEscalate User4'), ('Analyse Enterprise2', 'DiscoverNetworkServices 10.0.226.225'), ('Monitor', 'ExploitRemoteService 10.0.146.121'), ('Sleep', 'PrivilegeEscalate User3'), ('Analyse Enterprise2', 'ExploitRemoteService 10.0.146.122'), ('Monitor', 'PrivilegeEscalate User2'), ('Remove User1', 'DiscoverNetworkServices 10.0.226.236'), ('Sleep', 'ExploitRemoteService 10.0.146.118'), ('Analyse Enterprise2', 'ExploitRemoteService 10.0.226.225'), ('Monitor', 'PrivilegeEscalate Enterprise0'), ('Remove Defender', 'DiscoverRemoteSystems 10.0.226.224/28'), ('Sleep', 'DiscoverNetworkServices 10.0.226.232'), ('Analyse Op_Host0', 'DiscoverNetworkServices 10.0.226.238'), ('Analyse Defender', 'ExploitRemoteService 10.0.226.236'), ('Sleep', 'PrivilegeEscalate Enterprise1'), ('Analyse Op_Host0', 'ExploitRemoteService 10.0.226.232'), ('Analyse Defender', 'PrivilegeEscalate Enterprise2'), ('Sleep', 'DiscoverNetworkServices 10.0.113.66'), ('Analyse Op_Host2', 'ExploitRemoteService 10.0.146.119'), ('Remove Defender', 'PrivilegeEscalate User1'), ('Sleep', 'ExploitRemoteService 10.0.113.66'), ('Analyse Op_Host2', 'PrivilegeEscalate Op_Server0')], total reward: -34.3
actions: [('Sleep', 'DiscoverRemoteSystems 10.0.182.176/28'), ('Analyse Enterprise2', 'DiscoverNetworkServices 10.0.182.180'), ('Monitor', 'DiscoverNetworkServices 10.0.182.183'), ('Sleep', 'DiscoverNetworkServices 10.0.182.181'), ('Analyse Enterprise2', 'DiscoverNetworkServices 10.0.182.177'), ('Monitor', 'DiscoverNetworkServices 10.0.182.182'), ('Sleep', 'PrivilegeEscalate User0'), ('Analyse Enterprise2', 'ExploitRemoteService 10.0.182.182'), ('Monitor', 'PrivilegeEscalate User2'), ('Analyse User0', 'DiscoverNetworkServices 10.0.151.100'), ('Remove Op_Host2', 'ExploitRemoteService 10.0.182.181'), ('Sleep', 'PrivilegeEscalate User4'), ('Analyse Enterprise2', 'DiscoverNetworkServices 10.0.151.105'), ('Monitor', 'ExploitRemoteService 10.0.151.105'), ('Sleep', 'PrivilegeEscalate Enterprise0'), ('Analyse Op_Host0', 'DiscoverRemoteSystems 10.0.151.96/28'), ('Analyse Defender', 'DiscoverNetworkServices 10.0.151.97'), ('Sleep', 'DiscoverNetworkServices 10.0.151.108'), ('Analyse Op_Host0', 'ExploitRemoteService 10.0.182.177'), ('Analyse Defender', 'PrivilegeEscalate User1'), ('Sleep', 'ExploitRemoteService 10.0.151.97'), ('Analyse Op_Host0', 'ExploitRemoteService 10.0.151.108'), ('Analyse Defender', 'PrivilegeEscalate Enterprise2'), ('Sleep', 'DiscoverNetworkServices 10.0.97.205'), ('Analyse Op_Host2', 'ExploitRemoteService 10.0.182.183'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.182.180'), ('Sleep', 'PrivilegeEscalate User3'), ('Remove User2', 'ExploitRemoteService 10.0.151.100'), ('Sleep', 'PrivilegeEscalate Enterprise1'), ('Analyse Enterprise2', 'ExploitRemoteService 10.0.151.97')], total reward: -31.999999999999996
actions: [('Sleep', 'DiscoverRemoteSystems 10.0.130.224/28'), ('Analyse Enterprise2', 'DiscoverNetworkServices 10.0.130.233'), ('Monitor', 'DiscoverNetworkServices 10.0.130.225'), ('Sleep', 'DiscoverNetworkServices 10.0.130.230'), ('Analyse User2', 'DiscoverNetworkServices 10.0.130.237'), ('Sleep', 'DiscoverNetworkServices 10.0.130.228'), ('Analyse Enterprise2', 'PrivilegeEscalate User0'), ('Monitor', 'ExploitRemoteService 10.0.130.228'), ('Sleep', 'PrivilegeEscalate User2'), ('Analyse Enterprise2', 'DiscoverNetworkServices 10.0.12.219'), ('Remove User2', 'ExploitRemoteService 10.0.130.225'), ('Remove Enterprise0', 'PrivilegeEscalate User1'), ('Remove User3', 'ExploitRemoteService 10.0.130.237'), ('Sleep', 'PrivilegeEscalate User4'), ('Analyse Enterprise2', 'DiscoverNetworkServices 10.0.12.209'), ('Monitor', 'ExploitRemoteService 10.0.12.219'), ('Sleep', 'PrivilegeEscalate Enterprise1'), ('Analyse Enterprise0', 'DiscoverRemoteSystems 10.0.12.208/28'), ('Sleep', 'DiscoverNetworkServices 10.0.12.218'), ('Sleep', 'DiscoverNetworkServices 10.0.12.214'), ('Analyse Op_Host1', 'ExploitRemoteService 10.0.12.214'), ('Analyse Enterprise0', 'PrivilegeEscalate Enterprise2'), ('Sleep', 'DiscoverNetworkServices 10.0.142.202'), ('Analyse Op_Host2', 'ExploitRemoteService 10.0.142.202'), ('Analyse Enterprise1', 'PrivilegeEscalate Op_Server0'), ('Sleep', 'Impact Op_Server0'), ('Remove Defender', 'Impact Op_Server0'), ('Sleep', 'Impact Op_Server0'), ('Analyse Op_Host1', 'Impact Op_Server0'), ('Analyse Enterprise0', 'Impact Op_Server0')], total reward: -85.0
