CybORG v2.1, Scenario2, Commit Hash: b6cb7403b198021ac9355a6f02ac26f925379c05
author: test, team: test, technique: test
wrappers: ChallengeWrapper(env=env, agent_name='Blue')
steps: 30, adversary: B_lineAgent, mean: -217.57699999999994, standard deviation 17.919482400308027
actions: [('Sleep', 'DiscoverRemoteSystems 10.0.192.80/28'), ('Analyse Enterprise2', 'DiscoverNetworkServices 10.0.192.86'), ('Monitor', 'ExploitRemoteService 10.0.192.86'), ('Sleep', 'PrivilegeEscalate User4'), ('Analyse Enterprise2', 'DiscoverNetworkServices 10.0.194.188'), ('Monitor', 'ExploitRemoteService 10.0.194.188'), ('Sleep', 'PrivilegeEscalate Enterprise0'), ('Remove Op_Host2', 'DiscoverRemoteSystems 10.0.194.176/28'), ('Remove Op_Server0', 'DiscoverNetworkServices 10.0.194.181'), ('Remove Enterprise0', 'ExploitRemoteService 10.0.194.181'), ('Sleep', 'PrivilegeEscalate Enterprise2'), ('Analyse Op_Host0', 'DiscoverNetworkServices 10.0.182.125'), ('Analyse Defender', 'ExploitRemoteService 10.0.182.125'), ('Sleep', 'PrivilegeEscalate Op_Server0'), ('Analyse Op_Host2', 'Impact Op_Server0'), ('Analyse Op_Host1', 'Impact Op_Server0'), ('Analyse Enterprise0', 'Impact Op_Server0'), ('Sleep', 'Impact Op_Server0'), ('Analyse Op_Host0', 'Impact Op_Server0'), ('Analyse Defender', 'Impact Op_Server0'), ('Sleep', 'Impact Op_Server0'), ('Analyse Op_Host0', 'Impact Op_Server0'), ('Analyse Defender', 'Impact Op_Server0'), ('Remove Op_Host2', 'Impact Op_Server0'), ('Sleep', 'Impact Op_Server0'), ('Analyse Op_Host0', 'Impact Op_Server0'), ('Analyse Defender', 'Impact Op_Server0'), ('Sleep', 'Impact Op_Server0'), ('Analyse Op_Host0', 'Impact Op_Server0'), ('Analyse Defender', 'Impact Op_Server0')], total reward: -223.79999999999993
actions: [('Sleep', 'DiscoverRemoteSystems 10.0.128.64/28'), ('Analyse Enterprise2', 'DiscoverNetworkServices 10.0.128.76'), ('Remove Op_Host1', 'ExploitRemoteService 10.0.128.76'), ('Sleep', 'PrivilegeEscalate User1'), ('Analyse Enterprise2', 'DiscoverNetworkServices 10.0.45.153'), ('Remove Op_Host1', 'ExploitRemoteService 10.0.45.153'), ('Sleep', 'PrivilegeEscalate Enterprise1'), ('Analyse User0', 'DiscoverRemoteSystems 10.0.45.144/28'), ('Remove Enterprise1', 'DiscoverNetworkServices 10.0.45.150'), ('Sleep', 'ExploitRemoteService 10.0.45.150'), ('Analyse Op_Host1', 'PrivilegeEscalate Enterprise2'), ('Analyse Enterprise0', 'DiscoverNetworkServices 10.0.215.29'), ('Sleep', 'ExploitRemoteService 10.0.215.29'), ('Monitor', 'PrivilegeEscalate Op_Server0'), ('Sleep', 'Impact Op_Server0'), ('Analyse Op_Host2', 'Impact Op_Server0'), ('Analyse Enterprise1', 'Impact Op_Server0'), ('Sleep', 'Impact Op_Server0'), ('Analyse Op_Host1', 'Impact Op_Server0'), ('Analyse Enterprise0', 'Impact Op_Server0'), ('Sleep', 'Impact Op_Server0'), ('Analyse Op_Host1', 'Impact Op_Server0'), ('Analyse Enterprise0', 'Impact Op_Server0'), ('Sleep', 'Impact Op_Server0'), ('Analyse Op_Host1', 'Impact Op_Server0'), ('Analyse Enterprise0', 'Impact Op_Server0'), ('Analyse User2', 'Impact Op_Server0'), ('Sleep', 'Impact Op_Server0'), ('Analyse Op_Host1', 'Impact Op_Server0'), ('Analyse Enterprise0', 'Impact Op_Server0')], total reward: -223.69999999999993
actions: [('Sleep', 'DiscoverRemoteSystems 10.0.108.176/28'), ('Analyse Enterprise2', 'DiscoverNetworkServices 10.0.108.179'), ('Analyse User2', 'ExploitRemoteService 10.0.108.179'), ('Sleep', 'PrivilegeEscalate User1'), ('Analyse Enterprise2', 'DiscoverNetworkServices 10.0.197.155'), ('Monitor', 'ExploitRemoteService 10.0.197.155'), ('Sleep', 'ExploitRemoteService 10.0.108.179'), ('Analyse Enterprise2', 'PrivilegeEscalate User1'), ('Remove User3', 'DiscoverNetworkServices 10.0.197.155'), ('Sleep', 'ExploitRemoteService 10.0.197.155'), ('Analyse Op_Host1', 'PrivilegeEscalate Enterprise1'), ('Analyse User4', 'DiscoverRemoteSystems 10.0.197.144/28'), ('Sleep', 'DiscoverNetworkServices 10.0.197.156'), ('Analyse Op_Host1', 'ExploitRemoteService 10.0.197.156'), ('Analyse Enterprise0', 'PrivilegeEscalate Enterprise2'), ('Sleep', 'DiscoverNetworkServices 10.0.8.180'), ('Analyse Op_Host2', 'ExploitRemoteService 10.0.8.180'), ('Analyse Enterprise1', 'PrivilegeEscalate Op_Server0'), ('Analyse Op_Host1', 'Impact Op_Server0'), ('Analyse Enterprise0', 'Impact Op_Server0'), ('Analyse Op_Host1', 'Impact Op_Server0'), ('Sleep', 'Impact Op_Server0'), ('Analyse Op_Host1', 'Impact Op_Server0'), ('Analyse Enterprise0', 'Impact Op_Server0'), ('Sleep', 'Impact Op_Server0'), ('Analyse Op_Host1', 'Impact Op_Server0'), ('Analyse Enterprise0', 'Impact Op_Server0'), ('Sleep', 'Impact Op_Server0'), ('Analyse Op_Host1', 'Impact Op_Server0'), ('Analyse Enterprise0', 'Impact Op_Server0')], total reward: -171.69999999999996
actions: [('Sleep', 'DiscoverRemoteSystems 10.0.129.176/28'), ('Analyse Enterprise2', 'DiscoverNetworkServices 10.0.129.179'), ('Monitor', 'ExploitRemoteService 10.0.129.179'), ('Sleep', 'PrivilegeEscalate User2'), ('Analyse Enterprise2', 'DiscoverNetworkServices 10.0.74.238'), ('Monitor', 'ExploitRemoteService 10.0.74.238'), ('Sleep', 'PrivilegeEscalate Enterprise1'), ('Analyse Op_Host1', 'DiscoverRemoteSystems 10.0.74.224/28'), ('Analyse Enterprise0', 'DiscoverNetworkServices 10.0.74.229'), ('Sleep', 'ExploitRemoteService 10.0.74.229'), ('Analyse Op_Host1', 'PrivilegeEscalate Enterprise2'), ('Analyse Enterprise0', 'DiscoverNetworkServices 10.0.150.65'), ('Sleep', 'ExploitRemoteService 10.0.150.65'), ('Remove User4', 'PrivilegeEscalate Op_Server0'), ('Sleep', 'Impact Op_Server0'), ('Analyse Op_Host2', 'Impact Op_Server0'), ('Analyse Enterprise1', 'Impact Op_Server0'), ('Analyse Defender', 'Impact Op_Server0'), ('Remove User0', 'Impact Op_Server0'), ('Sleep', 'Impact Op_Server0'), ('Analyse Op_Host1', 'Impact Op_Server0'), ('Analyse Enterprise0', 'Impact Op_Server0'), ('Sleep', 'Impact Op_Server0'), ('Analyse Op_Host1', 'Impact Op_Server0'), ('Analyse Enterprise0', 'Impact Op_Server0'), ('Sleep', 'Impact Op_Server0'), ('Analyse Op_Host1', 'Impact Op_Server0'), ('Analyse Enterprise0', 'Impact Op_Server0'), ('Remove Op_Host2', 'Impact Op_Server0'), ('Sleep', 'Impact Op_Server0')], total reward: -223.79999999999993
actions: [('Remove Op_Host2', 'DiscoverRemoteSystems 10.0.223.16/28'), ('Sleep', 'DiscoverNetworkServices 10.0.223.22'), ('Analyse Enterprise2', 'ExploitRemoteService 10.0.223.22'), ('Monitor', 'PrivilegeEscalate User1'), ('Sleep', 'DiscoverNetworkServices 10.0.97.230'), ('Analyse Op_Host1', 'ExploitRemoteService 10.0.97.230'), ('Analyse Enterprise0', 'PrivilegeEscalate Enterprise1'), ('Analyse User2', 'DiscoverRemoteSystems 10.0.97.224/28'), ('Sleep', 'DiscoverNetworkServices 10.0.97.235'), ('Analyse Op_Host1', 'ExploitRemoteService 10.0.97.235'), ('Analyse Enterprise0', 'PrivilegeEscalate Enterprise2'), ('Sleep', 'DiscoverNetworkServices 10.0.85.62'), ('Analyse Op_Host2', 'ExploitRemoteService 10.0.85.62'), ('Analyse Enterprise1', 'PrivilegeEscalate Op_Server0'), ('Sleep', 'Impact Op_Server0'), ('Analyse Op_Host1', 'Impact Op_Server0'), ('Analyse Enterprise0', 'Impact Op_Server0'), ('Analyse Op_Host2', 'Impact Op_Server0'), ('Analyse Enterprise1', 'Impact Op_Server0'), ('Sleep', 'Impact Op_Server0'), ('Monitor', 'Impact Op_Server0'), ('Sleep', 'Impact Op_Server0'), ('Analyse Op_Host1', 'Impact Op_Server0'), ('Analyse Enterprise0', 'Impact Op_Server0'), ('Sleep', 'Impact Op_Server0'), ('Analyse Op_Host1', 'Impact Op_Server0'), ('Analyse Enterprise0', 'Impact Op_Server0'), ('Sleep', 'Impact Op_Server0'), ('Analyse Op_Host1', 'Impact Op_Server0'), ('Analyse Enterprise0', 'Impact Op_Server0')], total reward: -223.79999999999993
steps: 30, adversary: RedMeanderAgent, mean: -40.900999999999996, standard deviation 21.923431931993854
actions: [('Sleep', 'DiscoverRemoteSystems 10.0.239.80/28'), ('Analyse Op_Server0', 'DiscoverNetworkServices 10.0.239.83'), ('Sleep', 'DiscoverNetworkServices 10.0.239.90'), ('Analyse Enterprise2', 'DiscoverNetworkServices 10.0.239.82'), ('Monitor', 'DiscoverNetworkServices 10.0.239.91'), ('Sleep', 'DiscoverNetworkServices 10.0.239.84'), ('Analyse Enterprise2', 'PrivilegeEscalate User0'), ('Monitor', 'ExploitRemoteService 10.0.239.84'), ('Sleep', 'PrivilegeEscalate User4'), ('Analyse Op_Host2', 'DiscoverNetworkServices 10.0.33.75'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.239.82'), ('Sleep', 'PrivilegeEscalate User3'), ('Analyse Enterprise2', 'ExploitRemoteService 10.0.239.91'), ('Monitor', 'PrivilegeEscalate User2'), ('Sleep', 'DiscoverNetworkServices 10.0.33.73'), ('Analyse Op_Host1', 'ExploitRemoteService 10.0.33.73'), ('Remove Enterprise1', 'PrivilegeEscalate Enterprise1'), ('Sleep', 'ExploitRemoteService 10.0.33.73'), ('Analyse Op_Host1', 'PrivilegeEscalate Enterprise1'), ('Analyse Enterprise0', 'DiscoverRemoteSystems 10.0.33.64/28'), ('Sleep', 'DiscoverNetworkServices 10.0.33.78'), ('Analyse Enterprise2', 'DiscoverNetworkServices 10.0.33.76'), ('Monitor', 'ExploitRemoteService 10.0.239.90'), ('Sleep', 'PrivilegeEscalate User1'), ('Analyse Op_Host1', 'ExploitRemoteService 10.0.33.78'), ('Analyse Enterprise0', 'ExploitRemoteService 10.0.33.73'), ('Sleep', 'PrivilegeEscalate Enterprise1'), ('Analyse Enterprise2', 'ExploitRemoteService 10.0.33.76'), ('Sleep', 'PrivilegeEscalate Enterprise2'), ('Analyse Enterprise2', 'DiscoverNetworkServices 10.0.33.167')], total reward: -20.7
actions: [('Sleep', 'DiscoverRemoteSystems 10.0.158.112/28'), ('Analyse Enterprise2', 'DiscoverNetworkServices 10.0.158.120'), ('Monitor', 'DiscoverNetworkServices 10.0.158.124'), ('Sleep', 'DiscoverNetworkServices 10.0.158.125'), ('Analyse Enterprise2', 'DiscoverNetworkServices 10.0.158.121'), ('Monitor', 'DiscoverNetworkServices 10.0.158.123'), ('Sleep', 'PrivilegeEscalate User0'), ('Analyse Enterprise2', 'ExploitRemoteService 10.0.158.123'), ('Monitor', 'PrivilegeEscalate User2'), ('Sleep', 'DiscoverNetworkServices 10.0.191.12'), ('Analyse Op_Host1', 'ExploitRemoteService 10.0.158.124'), ('Analyse Enterprise0', 'PrivilegeEscalate User4'), ('Sleep', 'DiscoverNetworkServices 10.0.191.8'), ('Remove User1', 'ExploitRemoteService 10.0.191.8'), ('Analyse Defender', 'PrivilegeEscalate Enterprise0'), ('Sleep', 'DiscoverRemoteSystems 10.0.191.0/28'), ('Analyse Op_Host0', 'DiscoverNetworkServices 10.0.191.10'), ('Analyse Defender', 'DiscoverNetworkServices 10.0.191.2'), ('Sleep', 'ExploitRemoteService 10.0.158.125'), ('Analyse Op_Host0', 'PrivilegeEscalate User1'), ('Remove User0', 'ExploitRemoteService 10.0.191.2'), ('Remove User0', 'ExploitRemoteService 10.0.191.8'), ('Remove Op_Host2', 'PrivilegeEscalate Enterprise0'), ('Sleep', 'ExploitRemoteService 10.0.158.120'), ('Remove User3', 'PrivilegeEscalate User3'), ('Sleep', 'ExploitRemoteService 10.0.191.12'), ('Analyse Op_Host1', 'PrivilegeEscalate Enterprise1'), ('Analyse Enterprise0', 'ExploitRemoteService 10.0.191.10'), ('Sleep', 'ExploitRemoteService 10.0.191.12'), ('Analyse Op_Host1', 'PrivilegeEscalate Enterprise1')], total reward: -25.500000000000007
actions: [('Analyse Defender', 'DiscoverRemoteSystems 10.0.175.112/28'), ('Sleep', 'DiscoverNetworkServices 10.0.175.114'), ('Analyse Enterprise2', 'DiscoverNetworkServices 10.0.175.124'), ('Monitor', 'DiscoverNetworkServices 10.0.175.115'), ('Sleep', 'DiscoverNetworkServices 10.0.175.120'), ('Remove Op_Host1', 'DiscoverNetworkServices 10.0.175.122'), ('Sleep', 'PrivilegeEscalate User0'), ('Analyse Enterprise2', 'ExploitRemoteService 10.0.175.120'), ('Monitor', 'PrivilegeEscalate User1'), ('Sleep', 'DiscoverNetworkServices 10.0.132.225'), ('Analyse Op_Host1', 'ExploitRemoteService 10.0.132.225'), ('Analyse Enterprise0', 'PrivilegeEscalate Enterprise1'), ('Sleep', 'DiscoverRemoteSystems 10.0.132.224/28'), ('Analyse Op_Host1', 'DiscoverNetworkServices 10.0.132.233'), ('Analyse Op_Server0', 'DiscoverNetworkServices 10.0.132.227'), ('Sleep', 'DiscoverNetworkServices 10.0.132.237'), ('Analyse Enterprise2', 'ExploitRemoteService 10.0.175.115'), ('Monitor', 'PrivilegeEscalate User4'), ('Remove Op_Host0', 'ExploitRemoteService 10.0.132.237'), ('Sleep', 'ExploitRemoteService 10.0.175.124'), ('Analyse Enterprise2', 'PrivilegeEscalate User2'), ('Monitor', 'ExploitRemoteService 10.0.132.225'), ('Sleep', 'PrivilegeEscalate Enterprise1'), ('Analyse Enterprise2', 'ExploitRemoteService 10.0.175.114'), ('Monitor', 'PrivilegeEscalate User3'), ('Sleep', 'ExploitRemoteService 10.0.132.227'), ('Analyse Op_Host0', 'PrivilegeEscalate Enterprise0'), ('Analyse Defender', 'ExploitRemoteService 10.0.175.122'), ('Sleep', 'ExploitRemoteService 10.0.132.237'), ('Analyse Enterprise2', 'ExploitRemoteService 10.0.132.225')], total reward: -28.499999999999993
actions: [('Sleep', 'DiscoverRemoteSystems 10.0.179.16/28'), ('Analyse Enterprise2', 'DiscoverNetworkServices 10.0.179.18'), ('Monitor', 'DiscoverNetworkServices 10.0.179.20'), ('Sleep', 'DiscoverNetworkServices 10.0.179.29'), ('Analyse Enterprise2', 'DiscoverNetworkServices 10.0.179.19'), ('Monitor', 'DiscoverNetworkServices 10.0.179.30'), ('Remove User2', 'PrivilegeEscalate User0'), ('Sleep', 'ExploitRemoteService 10.0.179.29'), ('Remove User0', 'PrivilegeEscalate User2'), ('Sleep', 'DiscoverNetworkServices 10.0.75.121'), ('Analyse Op_Host1', 'ExploitRemoteService 10.0.179.20'), ('Analyse User0', 'PrivilegeEscalate User3'), ('Sleep', 'DiscoverNetworkServices 10.0.75.117'), ('Analyse Op_Host0', 'ExploitRemoteService 10.0.179.18'), ('Analyse Defender', 'PrivilegeEscalate User1'), ('Sleep', 'ExploitRemoteService 10.0.75.121'), ('Analyse Op_Host1', 'PrivilegeEscalate Enterprise1'), ('Analyse Enterprise0', 'DiscoverRemoteSystems 10.0.75.112/28'), ('Sleep', 'DiscoverNetworkServices 10.0.75.114'), ('Analyse Enterprise2', 'DiscoverNetworkServices 10.0.75.126'), ('Monitor', 'ExploitRemoteService 10.0.179.19'), ('Sleep', 'ExploitRemoteService 10.0.179.30'), ('Analyse Op_Host1', 'PrivilegeEscalate User4'), ('Remove User4', 'ExploitRemoteService 10.0.75.126'), ('Remove User4', 'PrivilegeEscalate Enterprise2'), ('Sleep', 'DiscoverNetworkServices 10.0.105.189'), ('Analyse Op_Host2', 'ExploitRemoteService 10.0.75.114'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.75.114'), ('Sleep', 'ExploitRemoteService 10.0.105.189'), ('Analyse Op_Host2', 'PrivilegeEscalate Op_Server0')], total reward: -27.899999999999995
actions: [('Sleep', 'DiscoverRemoteSystems 10.0.183.96/28'), ('Analyse Enterprise2', 'DiscoverNetworkServices 10.0.183.106'), ('Analyse Enterprise1', 'DiscoverNetworkServices 10.0.183.108'), ('Sleep', 'DiscoverNetworkServices 10.0.183.100'), ('Analyse Enterprise2', 'DiscoverNetworkServices 10.0.183.99'), ('Monitor', 'DiscoverNetworkServices 10.0.183.103'), ('Sleep', 'PrivilegeEscalate User0'), ('Remove User1', 'ExploitRemoteService 10.0.183.106'), ('Analyse Enterprise2', 'PrivilegeEscalate User1'), ('Monitor', 'DiscoverNetworkServices 10.0.111.87'), ('Remove Enterprise1', 'ExploitRemoteService 10.0.183.108'), ('Remove Enterprise2', 'PrivilegeEscalate User3'), ('Sleep', 'DiscoverNetworkServices 10.0.111.93'), ('Analyse User4', 'ExploitRemoteService 10.0.111.93'), ('Sleep', 'PrivilegeEscalate Enterprise0'), ('Analyse Op_Host0', 'DiscoverRemoteSystems 10.0.111.80/28'), ('Analyse Defender', 'DiscoverNetworkServices 10.0.111.82'), ('Sleep', 'DiscoverNetworkServices 10.0.111.89'), ('Analyse Op_Host0', 'ExploitRemoteService 10.0.111.89'), ('Analyse Defender', 'PrivilegeEscalate Enterprise2'), ('Sleep', 'DiscoverNetworkServices 10.0.129.8'), ('Analyse Op_Host2', 'ExploitRemoteService 10.0.129.8'), ('Analyse Enterprise1', 'PrivilegeEscalate Op_Server0'), ('Sleep', 'Impact Op_Server0'), ('Analyse Op_Host2', 'Impact Op_Server0'), ('Analyse Enterprise1', 'Impact Op_Server0'), ('Sleep', 'Impact Op_Server0'), ('Analyse Op_Host2', 'Impact Op_Server0'), ('Analyse Enterprise1', 'Impact Op_Server0'), ('Sleep', 'Impact Op_Server0')], total reward: -109.20000000000002
actions: [('Sleep', 'DiscoverRemoteSystems 10.0.14.240/28'), ('Analyse Enterprise2', 'DiscoverNetworkServices 10.0.14.243'), ('Monitor', 'DiscoverNetworkServices 10.0.14.248'), ('Sleep', 'DiscoverNetworkServices 10.0.14.254'), ('Analyse Enterprise2', 'DiscoverNetworkServices 10.0.14.247'), ('Monitor', 'DiscoverNetworkServices 10.0.14.246'), ('Sleep', 'PrivilegeEscalate User0'), ('Analyse Enterprise2', 'ExploitRemoteService 10.0.14.247'), ('Monitor', 'PrivilegeEscalate User2'), ('Sleep', 'DiscoverNetworkServices 10.0.103.3'), ('Analyse Op_Host1', 'ExploitRemoteService 10.0.14.254'), ('Analyse Enterprise0', 'PrivilegeEscalate User4'), ('Analyse User1', 'DiscoverNetworkServices 10.0.103.2'), ('Sleep', 'ExploitRemoteService 10.0.103.3'), ('Analyse Op_Host1', 'PrivilegeEscalate Enterprise1'), ('Analyse Enterprise0', 'DiscoverRemoteSystems 10.0.103.0/28'), ('Sleep', 'DiscoverNetworkServices 10.0.103.1'), ('Analyse Op_Host1', 'DiscoverNetworkServices 10.0.103.9'), ('Analyse Enterprise0', 'ExploitRemoteService 10.0.103.9'), ('Sleep', 'ExploitRemoteService 10.0.103.9'), ('Analyse Enterprise2', 'ExploitRemoteService 10.0.14.243'), ('Monitor', 'PrivilegeEscalate User3'), ('Sleep', 'ExploitRemoteService 10.0.14.246'), ('Analyse Enterprise2', 'ExploitRemoteService 10.0.14.248'), ('Monitor', 'PrivilegeEscalate User1'), ('Sleep', 'ExploitRemoteService 10.0.103.9'), ('Analyse Enterprise2', 'ExploitRemoteService 10.0.103.9'), ('Monitor', 'ExploitRemoteService 10.0.103.3'), ('Remove Op_Host0', 'PrivilegeEscalate Enterprise1'), ('Sleep', 'ExploitRemoteService 10.0.103.9')], total reward: -21.999999999999996
actions: [('Sleep', 'DiscoverRemoteSystems 10.0.43.192/28'), ('Analyse Enterprise2', 'DiscoverNetworkServices 10.0.43.199'), ('Monitor', 'DiscoverNetworkServices 10.0.43.195'), ('Sleep', 'DiscoverNetworkServices 10.0.43.204'), ('Analyse Enterprise2', 'DiscoverNetworkServices 10.0.43.193'), ('Monitor', 'DiscoverNetworkServices 10.0.43.201'), ('Analyse Op_Host2', 'PrivilegeEscalate User0'), ('Analyse User2', 'ExploitRemoteService 10.0.43.204'), ('Sleep', 'PrivilegeEscalate User4'), ('Analyse Enterprise2', 'DiscoverNetworkServices 10.0.182.219'), ('Monitor', 'ExploitRemoteService 10.0.43.199'), ('Sleep', 'PrivilegeEscalate User1'), ('Analyse Enterprise2', 'DiscoverNetworkServices 10.0.182.215'), ('Monitor', 'ExploitRemoteService 10.0.43.201'), ('Remove Op_Host0', 'ExploitRemoteService 10.0.43.193'), ('Sleep', 'PrivilegeEscalate User3'), ('Analyse Enterprise2', 'ExploitRemoteService 10.0.182.219'), ('Monitor', 'PrivilegeEscalate Enterprise0'), ('Sleep', 'DiscoverRemoteSystems 10.0.182.208/28'), ('Analyse Op_Host0', 'DiscoverNetworkServices 10.0.182.217'), ('Analyse User3', 'DiscoverNetworkServices 10.0.182.222'), ('Sleep', 'ExploitRemoteService 10.0.182.222'), ('Analyse Op_Host0', 'PrivilegeEscalate Enterprise2'), ('Analyse Defender', 'DiscoverNetworkServices 10.0.103.178'), ('Sleep', 'ExploitRemoteService 10.0.43.195'), ('Analyse Op_Host0', 'PrivilegeEscalate User2'), ('Remove User3', 'ExploitRemoteService 10.0.103.178'), ('Sleep', 'PrivilegeEscalate Op_Server0'), ('Analyse Op_Host2', 'Impact Op_Server0'), ('Analyse Enterprise1', 'Impact Op_Server0')], total reward: -50.5
actions: [('Sleep', 'DiscoverRemoteSystems 10.0.198.32/28'), ('Analyse Enterprise2', 'DiscoverNetworkServices 10.0.198.44'), ('Monitor', 'DiscoverNetworkServices 10.0.198.45'), ('Sleep', 'DiscoverNetworkServices 10.0.198.46'), ('Analyse Enterprise2', 'DiscoverNetworkServices 10.0.198.41'), ('Monitor', 'DiscoverNetworkServices 10.0.198.35'), ('Sleep', 'PrivilegeEscalate User0'), ('Analyse Enterprise2', 'ExploitRemoteService 10.0.198.41'), ('Monitor', 'ExploitRemoteService 10.0.198.46'), ('Sleep', 'PrivilegeEscalate User3'), ('Analyse Enterprise2', 'DiscoverNetworkServices 10.0.253.88'), ('Monitor', 'ExploitRemoteService 10.0.198.35'), ('Sleep', 'PrivilegeEscalate User4'), ('Analyse Enterprise2', 'ExploitRemoteService 10.0.198.44'), ('Monitor', 'PrivilegeEscalate User2'), ('Sleep', 'DiscoverNetworkServices 10.0.253.91'), ('Remove Op_Server0', 'ExploitRemoteService 10.0.253.91'), ('Sleep', 'PrivilegeEscalate Enterprise1'), ('Analyse Op_Host1', 'DiscoverRemoteSystems 10.0.253.80/28'), ('Analyse Enterprise0', 'DiscoverNetworkServices 10.0.253.85'), ('Analyse Enterprise2', 'DiscoverNetworkServices 10.0.253.87'), ('Monitor', 'ExploitRemoteService 10.0.253.87'), ('Remove User3', 'PrivilegeEscalate Enterprise2'), ('Sleep', 'DiscoverNetworkServices 10.0.65.215'), ('Analyse Op_Host2', 'ExploitRemoteService 10.0.253.85'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.253.85'), ('Remove User0', 'ExploitRemoteService 10.0.198.45'), ('Remove Defender', 'PrivilegeEscalate User1'), ('Sleep', 'ExploitRemoteService 10.0.253.87'), ('Analyse Op_Host1', 'PrivilegeEscalate Enterprise2')], total reward: -28.099999999999998
actions: [('Analyse Enterprise2', 'DiscoverRemoteSystems 10.0.54.208/28'), ('Monitor', 'DiscoverNetworkServices 10.0.54.221'), ('Sleep', 'DiscoverNetworkServices 10.0.54.210'), ('Analyse Enterprise2', 'DiscoverNetworkServices 10.0.54.211'), ('Monitor', 'DiscoverNetworkServices 10.0.54.220'), ('Sleep', 'DiscoverNetworkServices 10.0.54.215'), ('Analyse Enterprise2', 'PrivilegeEscalate User0'), ('Analyse Enterprise0', 'ExploitRemoteService 10.0.54.210'), ('Sleep', 'PrivilegeEscalate User4'), ('Analyse Enterprise2', 'DiscoverNetworkServices 10.0.179.141'), ('Monitor', 'ExploitRemoteService 10.0.54.221'), ('Sleep', 'PrivilegeEscalate User3'), ('Analyse Enterprise2', 'ExploitRemoteService 10.0.179.141'), ('Monitor', 'PrivilegeEscalate Enterprise0'), ('Sleep', 'DiscoverRemoteSystems 10.0.179.128/28'), ('Analyse Op_Host0', 'DiscoverNetworkServices 10.0.179.142'), ('Remove Op_Host0', 'DiscoverNetworkServices 10.0.179.140'), ('Sleep', 'DiscoverNetworkServices 10.0.179.137'), ('Analyse Op_Host0', 'ExploitRemoteService 10.0.179.142'), ('Remove Op_Server0', 'PrivilegeEscalate Enterprise1'), ('Analyse Defender', 'ExploitRemoteService 10.0.179.140'), ('Sleep', 'ExploitRemoteService 10.0.54.220'), ('Analyse Enterprise2', 'PrivilegeEscalate User1'), ('Monitor', 'ExploitRemoteService 10.0.179.140'), ('Remove User2', 'ExploitRemoteService 10.0.179.140'), ('Sleep', 'ExploitRemoteService 10.0.54.215'), ('Analyse User1', 'ExploitRemoteService 10.0.179.142'), ('Remove User4', 'PrivilegeEscalate Enterprise1'), ('Sleep', 'ExploitRemoteService 10.0.179.141'), ('Analyse Op_Host0', 'PrivilegeEscalate Enterprise0')], total reward: -33.1
actions: [('Sleep', 'DiscoverRemoteSystems 10.0.232.144/28'), ('Analyse Enterprise2', 'DiscoverNetworkServices 10.0.232.146'), ('Monitor', 'DiscoverNetworkServices 10.0.232.155'), ('Sleep', 'DiscoverNetworkServices 10.0.232.148'), ('Analyse Enterprise0', 'DiscoverNetworkServices 10.0.232.157'), ('Sleep', 'DiscoverNetworkServices 10.0.232.156'), ('Analyse Enterprise2', 'PrivilegeEscalate User0'), ('Monitor', 'ExploitRemoteService 10.0.232.148'), ('Remove Op_Host0', 'PrivilegeEscalate User4'), ('Remove User3', 'DiscoverNetworkServices 10.0.171.30'), ('Sleep', 'ExploitRemoteService 10.0.232.157'), ('Analyse Enterprise2', 'PrivilegeEscalate User2'), ('Analyse Enterprise0', 'DiscoverNetworkServices 10.0.171.29'), ('Sleep', 'ExploitRemoteService 10.0.171.30'), ('Analyse Op_Host0', 'PrivilegeEscalate Enterprise0'), ('Analyse Defender', 'DiscoverRemoteSystems 10.0.171.16/28'), ('Sleep', 'DiscoverNetworkServices 10.0.171.27'), ('Sleep', 'DiscoverNetworkServices 10.0.171.28'), ('Analyse Op_Host0', 'ExploitRemoteService 10.0.232.146'), ('Analyse Defender', 'ExploitRemoteService 10.0.171.29'), ('Sleep', 'PrivilegeEscalate Enterprise1'), ('Remove User0', 'ExploitRemoteService 10.0.171.27'), ('Sleep', 'ExploitRemoteService 10.0.171.28'), ('Analyse Enterprise2', 'PrivilegeEscalate Enterprise2'), ('Monitor', 'DiscoverNetworkServices 10.0.37.119'), ('Sleep', 'ExploitRemoteService 10.0.171.27'), ('Analyse Enterprise2', 'ExploitRemoteService 10.0.171.29'), ('Monitor', 'PrivilegeEscalate Enterprise1'), ('Sleep', 'ExploitRemoteService 10.0.37.119'), ('Remove User1', 'PrivilegeEscalate Op_Server0')], total reward: -38.2
