CybORG v2.1, Scenario2, Commit Hash: 26ce1c1253fa9e2e73f25e6a7f2da32860c11257
author: tes, team: test, technique: test
wrappers: ChallengeWrapper(env=env, agent_name='Blue')
steps: 30, adversary: B_lineAgent, mean: -162.06499999999997, standard deviation 79.2599627297363
actions: [('DecoyApache Op_Server0', 'DiscoverRemoteSystems 10.0.178.144/28'), ('Analyse Op_Host0', 'DiscoverNetworkServices 10.0.178.152'), ('Analyse Enterprise2', 'ExploitRemoteService 10.0.178.152'), ('DecoyApache Enterprise0', 'PrivilegeEscalate User1'), ('DecoyApache Op_Host2', 'DiscoverNetworkServices 10.0.231.253'), ('DecoyApache User3', 'ExploitRemoteService 10.0.231.253'), ('Remove User1', 'ExploitRemoteService 10.0.178.152'), ('Analyse User0', 'PrivilegeEscalate User1'), ('Remove User3', 'DiscoverNetworkServices 10.0.231.253'), ('Remove User0', 'ExploitRemoteService 10.0.231.253'), ('Remove Enterprise0', 'PrivilegeEscalate Enterprise1'), ('DecoyApache User2', 'DiscoverRemoteSystems 10.0.231.240/28'), ('DecoyApache User0', 'DiscoverNetworkServices 10.0.231.254'), ('Remove User3', 'ExploitRemoteService 10.0.231.254'), ('DecoyFemitter Enterprise1', 'PrivilegeEscalate Enterprise2'), ('DecoyFemitter Op_Host1', 'DiscoverNetworkServices 10.0.178.140'), ('Sleep', 'ExploitRemoteService 10.0.178.140'), ('DecoyFemitter User2', 'ExploitRemoteService 10.0.231.254'), ('DecoyApache User3', 'PrivilegeEscalate Enterprise2'), ('DecoyApache User4', 'DiscoverNetworkServices 10.0.178.140'), ('DecoyFemitter Op_Host0', 'ExploitRemoteService 10.0.178.140'), ('Remove Enterprise2', 'ExploitRemoteService 10.0.231.254'), ('Analyse User1', 'PrivilegeEscalate Enterprise2'), ('DecoyFemitter Op_Host0', 'DiscoverNetworkServices 10.0.178.140'), ('Remove Op_Host1', 'ExploitRemoteService 10.0.178.140'), ('Remove User3', 'ExploitRemoteService 10.0.231.254'), ('DecoyFemitter Enterprise2', 'PrivilegeEscalate Enterprise2'), ('DecoyFemitter Enterprise1', 'DiscoverNetworkServices 10.0.178.140'), ('DecoyFemitter Op_Host1', 'ExploitRemoteService 10.0.178.140'), ('DecoyApache User4', 'ExploitRemoteService 10.0.231.254')], total reward: -38.80000000000001
actions: [('Analyse Op_Host2', 'DiscoverRemoteSystems 10.0.82.16/28'), ('Analyse Op_Host0', 'DiscoverNetworkServices 10.0.82.27'), ('DecoyFemitter User3', 'DiscoverNetworkServices 10.0.82.30'), ('DecoyFemitter User3', 'DiscoverNetworkServices 10.0.82.18'), ('Remove Enterprise2', 'DiscoverNetworkServices 10.0.82.22'), ('DecoyApache Defender', 'DiscoverNetworkServices 10.0.82.28'), ('Remove Enterprise2', 'PrivilegeEscalate User0'), ('DecoyFemitter User0', 'ExploitRemoteService 10.0.82.30'), ('DecoyApache Enterprise0', 'PrivilegeEscalate User4'), ('DecoyFemitter Op_Server0', 'DiscoverNetworkServices 10.0.253.76'), ('Remove Op_Host1', 'ExploitRemoteService 10.0.82.28'), ('Analyse Defender', 'PrivilegeEscalate User2'), ('Analyse Enterprise2', 'DiscoverNetworkServices 10.0.253.67'), ('DecoyFemitter User1', 'ExploitRemoteService 10.0.253.76'), ('Analyse Enterprise1', 'PrivilegeEscalate Enterprise0'), ('Analyse Enterprise2', 'DiscoverRemoteSystems 10.0.253.64/28'), ('Remove User1', 'DiscoverNetworkServices 10.0.253.78'), ('Remove User1', 'DiscoverNetworkServices 10.0.253.66'), ('DecoyApache User0', 'ExploitRemoteService 10.0.253.78'), ('Remove Op_Server0', 'PrivilegeEscalate Enterprise2'), ('DecoyApache User1', 'DiscoverNetworkServices 10.0.211.213'), ('Remove Enterprise2', 'ExploitRemoteService 10.0.211.213'), ('Remove Op_Host2', 'PrivilegeEscalate Op_Server0'), ('DecoyFemitter Defender', 'Impact Op_Server0'), ('Remove Op_Host2', 'Impact Op_Server0'), ('Analyse Op_Host0', 'Impact Op_Server0'), ('DecoyFemitter Enterprise1', 'Impact Op_Server0'), ('Remove Op_Host0', 'Impact Op_Server0'), ('DecoyApache Defender', 'Impact Op_Server0'), ('Remove User2', 'Impact Op_Server0')], total reward: -109.20000000000002
actions: [('Analyse Enterprise0', 'DiscoverRemoteSystems 10.0.240.240/28'), ('DecoyApache User1', 'DiscoverNetworkServices 10.0.240.254'), ('Remove Enterprise1', 'DiscoverNetworkServices 10.0.240.245'), ('Analyse User0', 'DiscoverNetworkServices 10.0.240.246'), ('Remove User1', 'DiscoverNetworkServices 10.0.240.242'), ('Remove User2', 'DiscoverNetworkServices 10.0.240.247'), ('Analyse User4', 'PrivilegeEscalate User0'), ('DecoyFemitter User0', 'ExploitRemoteService 10.0.240.242'), ('Analyse Defender', 'ExploitRemoteService 10.0.240.245'), ('Analyse Op_Host1', 'PrivilegeEscalate User4'), ('DecoyApache Op_Host2', 'DiscoverNetworkServices 10.0.155.12'), ('DecoyApache User0', 'ExploitRemoteService 10.0.240.254'), ('Remove User4', 'PrivilegeEscalate User2'), ('Analyse Enterprise1', 'DiscoverNetworkServices 10.0.155.8'), ('Analyse Defender', 'ExploitRemoteService 10.0.240.247'), ('Remove Enterprise0', 'PrivilegeEscalate User1'), ('Analyse Enterprise2', 'ExploitRemoteService 10.0.155.12'), ('Remove Enterprise0', 'PrivilegeEscalate Enterprise0'), ('DecoyApache Enterprise1', 'DiscoverRemoteSystems 10.0.155.0/28'), ('Remove Enterprise0', 'DiscoverNetworkServices 10.0.155.14'), ('DecoyApache Op_Host0', 'DiscoverNetworkServices 10.0.155.4'), ('Remove User2', 'ExploitRemoteService 10.0.155.14'), ('Analyse Op_Server0', 'PrivilegeEscalate Enterprise2'), ('Analyse User0', 'DiscoverNetworkServices 10.0.36.5'), ('DecoyApache Op_Server0', 'ExploitRemoteService 10.0.240.246'), ('DecoyApache Op_Host0', 'PrivilegeEscalate User3'), ('Remove User4', 'ExploitRemoteService 10.0.36.5'), ('Remove Op_Server0', 'PrivilegeEscalate Op_Server0'), ('Remove Enterprise1', 'Impact Op_Server0'), ('Remove Defender', 'Impact Op_Server0')], total reward: -50.3
actions: [('DecoyFemitter Enterprise1', 'DiscoverRemoteSystems 10.0.141.176/28'), ('Analyse Defender', 'DiscoverNetworkServices 10.0.141.184'), ('DecoyApache Defender', 'DiscoverNetworkServices 10.0.141.179'), ('DecoyFemitter Op_Server0', 'DiscoverNetworkServices 10.0.141.183'), ('Remove Defender', 'DiscoverNetworkServices 10.0.141.186'), ('Remove Op_Host2', 'DiscoverNetworkServices 10.0.141.180'), ('DecoyFemitter Defender', 'PrivilegeEscalate User0'), ('Analyse Enterprise2', 'ExploitRemoteService 10.0.141.180'), ('DecoyApache Enterprise0', 'PrivilegeEscalate User4'), ('DecoyApache User3', 'DiscoverNetworkServices 10.0.164.94'), ('Remove Defender', 'ExploitRemoteService 10.0.141.184'), ('Monitor', 'PrivilegeEscalate User3'), ('Analyse Op_Host2', 'ExploitRemoteService 10.0.164.94'), ('DecoyApache Op_Server0', 'ExploitRemoteService 10.0.141.183'), ('Analyse User0', 'ExploitRemoteService 10.0.164.94'), ('Remove User1', 'PrivilegeEscalate Enterprise0'), ('Remove User2', 'DiscoverRemoteSystems 10.0.164.80/28'), ('Analyse User4', 'DiscoverNetworkServices 10.0.164.85'), ('Remove User3', 'DiscoverNetworkServices 10.0.164.91'), ('Analyse Op_Host2', 'DiscoverNetworkServices 10.0.164.86'), ('DecoyApache User1', 'ExploitRemoteService 10.0.141.186'), ('Analyse Op_Host2', 'PrivilegeEscalate User2'), ('DecoyApache Op_Host2', 'ExploitRemoteService 10.0.141.179'), ('DecoyFemitter User4', 'PrivilegeEscalate User1'), ('DecoyApache Enterprise2', 'ExploitRemoteService 10.0.164.91'), ('Remove User3', 'PrivilegeEscalate Enterprise2'), ('DecoyApache Op_Host0', 'DiscoverNetworkServices 10.0.151.193'), ('DecoyFemitter Op_Server0', 'ExploitRemoteService 10.0.164.85'), ('DecoyFemitter Op_Host0', 'ExploitRemoteService 10.0.164.94'), ('DecoyFemitter User3', 'ExploitRemoteService 10.0.164.94')], total reward: -26.099999999999998
actions: [('DecoyFemitter Enterprise2', 'DiscoverRemoteSystems 10.0.145.32/28'), ('DecoyApache Op_Host0', 'DiscoverNetworkServices 10.0.145.42'), ('DecoyFemitter Op_Host2', 'DiscoverNetworkServices 10.0.145.44'), ('DecoyApache User4', 'DiscoverNetworkServices 10.0.145.39'), ('Remove Enterprise0', 'DiscoverNetworkServices 10.0.145.40'), ('Remove Op_Server0', 'DiscoverNetworkServices 10.0.145.45'), ('DecoyApache Defender', 'PrivilegeEscalate User0'), ('DecoyFemitter Enterprise0', 'ExploitRemoteService 10.0.145.45'), ('DecoyFemitter Op_Host0', 'PrivilegeEscalate User2'), ('Analyse Op_Host1', 'DiscoverNetworkServices 10.0.220.153'), ('DecoyApache Enterprise2', 'ExploitRemoteService 10.0.145.44'), ('DecoyApache Op_Host1', 'PrivilegeEscalate User3'), ('Remove Enterprise0', 'DiscoverNetworkServices 10.0.220.154'), ('Remove User3', 'ExploitRemoteService 10.0.145.40'), ('DecoyApache Op_Host2', 'PrivilegeEscalate User4'), ('Analyse Op_Host1', 'ExploitRemoteService 10.0.220.153'), ('Analyse Op_Host0', 'PrivilegeEscalate Enterprise1'), ('DecoyFemitter Op_Host2', 'DiscoverRemoteSystems 10.0.220.144/28'), ('Remove User1', 'DiscoverNetworkServices 10.0.220.146'), ('DecoyFemitter Enterprise0', 'DiscoverNetworkServices 10.0.220.157'), ('DecoyApache Defender', 'ExploitRemoteService 10.0.220.146'), ('Analyse User1', 'ExploitRemoteService 10.0.220.146'), ('DecoyApache User0', 'ExploitRemoteService 10.0.220.153'), ('Remove Enterprise2', 'PrivilegeEscalate Enterprise1'), ('Sleep', 'ExploitRemoteService 10.0.220.146'), ('DecoyFemitter Op_Host0', 'ExploitRemoteService 10.0.220.146'), ('DecoyFemitter Op_Server0', 'PrivilegeEscalate Enterprise2'), ('DecoyFemitter Enterprise0', 'DiscoverNetworkServices 10.0.87.126'), ('Analyse User4', 'ExploitRemoteService 10.0.145.39'), ('Analyse User0', 'PrivilegeEscalate User1')], total reward: -24.0
actions: [('Analyse User3', 'DiscoverRemoteSystems 10.0.187.96/28'), ('Remove User0', 'DiscoverNetworkServices 10.0.187.110'), ('Remove User3', 'DiscoverNetworkServices 10.0.187.106'), ('Analyse User1', 'DiscoverNetworkServices 10.0.187.99'), ('Remove User3', 'DiscoverNetworkServices 10.0.187.104'), ('DecoyApache User1', 'DiscoverNetworkServices 10.0.187.107'), ('Remove User2', 'PrivilegeEscalate User0'), ('DecoyFemitter User1', 'ExploitRemoteService 10.0.187.99'), ('DecoyApache User4', 'PrivilegeEscalate User4'), ('Analyse Op_Server0', 'DiscoverNetworkServices 10.0.35.57'), ('Remove Enterprise2', 'ExploitRemoteService 10.0.187.106'), ('DecoyFemitter User3', 'PrivilegeEscalate User2'), ('DecoyFemitter User0', 'DiscoverNetworkServices 10.0.35.61'), ('DecoyFemitter Enterprise1', 'ExploitRemoteService 10.0.187.104'), ('Analyse Op_Server0', 'PrivilegeEscalate User1'), ('Remove Enterprise0', 'ExploitRemoteService 10.0.35.57'), ('Analyse Enterprise1', 'PrivilegeEscalate Enterprise0'), ('Analyse User4', 'DiscoverRemoteSystems 10.0.35.48/28'), ('Analyse Op_Host0', 'DiscoverNetworkServices 10.0.35.52'), ('DecoyApache Enterprise0', 'DiscoverNetworkServices 10.0.35.50'), ('Remove Enterprise1', 'ExploitRemoteService 10.0.35.52'), ('DecoyApache Op_Host0', 'PrivilegeEscalate Enterprise2'), ('Remove User3', 'DiscoverNetworkServices 10.0.95.233'), ('DecoyApache User2', 'ExploitRemoteService 10.0.35.50'), ('Remove Op_Host2', 'ExploitRemoteService 10.0.187.110'), ('DecoyApache Op_Server0', 'ExploitRemoteService 10.0.35.57'), ('DecoyFemitter Enterprise2', 'PrivilegeEscalate Enterprise0'), ('DecoyApache User3', 'ExploitRemoteService 10.0.35.52'), ('Remove User0', 'PrivilegeEscalate Enterprise2'), ('Remove User2', 'ExploitRemoteService 10.0.187.107')], total reward: -28.900000000000006
actions: [('Remove User4', 'DiscoverRemoteSystems 10.0.124.48/28'), ('Analyse User2', 'DiscoverNetworkServices 10.0.124.50'), ('Analyse User1', 'DiscoverNetworkServices 10.0.124.59'), ('DecoyApache Enterprise0', 'DiscoverNetworkServices 10.0.124.51'), ('DecoyApache Enterprise2', 'DiscoverNetworkServices 10.0.124.53'), ('Analyse Enterprise2', 'DiscoverNetworkServices 10.0.124.49'), ('DecoyFemitter User3', 'PrivilegeEscalate User0'), ('Analyse User1', 'ExploitRemoteService 10.0.124.51'), ('DecoyFemitter User1', 'PrivilegeEscalate User1'), ('Remove Enterprise1', 'DiscoverNetworkServices 10.0.141.78'), ('Remove Enterprise2', 'ExploitRemoteService 10.0.141.78'), ('DecoyApache User1', 'PrivilegeEscalate Enterprise1'), ('DecoyFemitter Enterprise0', 'DiscoverRemoteSystems 10.0.141.64/28'), ('DecoyFemitter Op_Host2', 'DiscoverNetworkServices 10.0.141.72'), ('DecoyApache Op_Server0', 'DiscoverNetworkServices 10.0.141.76'), ('DecoyApache Enterprise1', 'DiscoverNetworkServices 10.0.141.66'), ('Remove User0', 'ExploitRemoteService 10.0.124.59'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.124.49'), ('DecoyFemitter Enterprise1', 'PrivilegeEscalate User3'), ('DecoyApache User2', 'ExploitRemoteService 10.0.141.72'), ('Remove User0', 'ExploitRemoteService 10.0.141.72'), ('Remove Enterprise2', 'ExploitRemoteService 10.0.124.53'), ('DecoyApache User0', 'PrivilegeEscalate User4'), ('DecoyFemitter Op_Server0', 'ExploitRemoteService 10.0.141.72'), ('DecoyFemitter User2', 'ExploitRemoteService 10.0.141.78'), ('DecoyFemitter Op_Host2', 'PrivilegeEscalate Enterprise1'), ('Sleep', 'ExploitRemoteService 10.0.141.66'), ('DecoyApache Op_Host0', 'ExploitRemoteService 10.0.141.72'), ('DecoyFemitter User2', 'ExploitRemoteService 10.0.141.78'), ('Analyse Op_Host1', 'PrivilegeEscalate Enterprise1')], total reward: -24.400000000000002
actions: [('DecoyApache User3', 'DiscoverRemoteSystems 10.0.36.160/28'), ('Remove User1', 'DiscoverNetworkServices 10.0.36.163'), ('Analyse User4', 'DiscoverNetworkServices 10.0.36.170'), ('DecoyFemitter Enterprise2', 'DiscoverNetworkServices 10.0.36.173'), ('DecoyApache Enterprise0', 'DiscoverNetworkServices 10.0.36.166'), ('DecoyFemitter Op_Host0', 'DiscoverNetworkServices 10.0.36.171'), ('DecoyApache Op_Server0', 'PrivilegeEscalate User0'), ('Remove Enterprise2', 'ExploitRemoteService 10.0.36.173'), ('Analyse Defender', 'PrivilegeEscalate User3'), ('DecoyApache Op_Host0', 'DiscoverNetworkServices 10.0.136.236'), ('DecoyApache Defender', 'ExploitRemoteService 10.0.36.163'), ('DecoyFemitter User2', 'ExploitRemoteService 10.0.136.236'), ('Analyse Enterprise2', 'ExploitRemoteService 10.0.136.236'), ('Analyse User4', 'PrivilegeEscalate Enterprise0'), ('Analyse Enterprise0', 'DiscoverRemoteSystems 10.0.136.224/28'), ('DecoyApache Op_Host1', 'DiscoverNetworkServices 10.0.136.233'), ('DecoyApache Op_Host0', 'DiscoverNetworkServices 10.0.136.226'), ('DecoyFemitter Defender', 'DiscoverNetworkServices 10.0.136.238'), ('Analyse User2', 'ExploitRemoteService 10.0.136.233'), ('DecoyApache Op_Host2', 'ExploitRemoteService 10.0.136.238'), ('DecoyFemitter Op_Host2', 'ExploitRemoteService 10.0.36.166'), ('Analyse Op_Host2', 'PrivilegeEscalate User2'), ('DecoyApache Op_Host2', 'ExploitRemoteService 10.0.136.233'), ('DecoyFemitter Enterprise1', 'ExploitRemoteService 10.0.136.238'), ('Monitor', 'ExploitRemoteService 10.0.136.226'), ('DecoyFemitter Enterprise0', 'PrivilegeEscalate Enterprise1'), ('Analyse Op_Host2', 'ExploitRemoteService 10.0.136.238'), ('DecoyFemitter User2', 'ExploitRemoteService 10.0.36.171'), ('DecoyApache Op_Host2', 'PrivilegeEscalate User4'), ('DecoyApache User3', 'ExploitRemoteService 10.0.136.233')], total reward: -26.499999999999996
actions: [('Remove Op_Host1', 'DiscoverRemoteSystems 10.0.108.208/28'), ('DecoyApache Op_Host2', 'DiscoverNetworkServices 10.0.108.210'), ('DecoyFemitter User1', 'DiscoverNetworkServices 10.0.108.219'), ('DecoyApache Op_Host1', 'DiscoverNetworkServices 10.0.108.214'), ('Analyse Defender', 'DiscoverNetworkServices 10.0.108.212'), ('Analyse User1', 'DiscoverNetworkServices 10.0.108.215'), ('Remove Defender', 'PrivilegeEscalate User0'), ('Analyse Enterprise0', 'ExploitRemoteService 10.0.108.212'), ('Remove Defender', 'PrivilegeEscalate User3'), ('Remove User2', 'DiscoverNetworkServices 10.0.187.6'), ('DecoyApache Enterprise0', 'ExploitRemoteService 10.0.108.214'), ('Remove Op_Host2', 'PrivilegeEscalate User2'), ('Analyse User1', 'DiscoverNetworkServices 10.0.187.4'), ('Remove User3', 'ExploitRemoteService 10.0.108.210'), ('DecoyFemitter User0', 'PrivilegeEscalate User4'), ('Analyse Op_Host0', 'ExploitRemoteService 10.0.108.219'), ('DecoyApache Op_Server0', 'ExploitRemoteService 10.0.187.4'), ('DecoyFemitter Op_Host0', 'ExploitRemoteService 10.0.187.6'), ('Analyse Enterprise2', 'PrivilegeEscalate Enterprise0'), ('Remove Op_Host2', 'DiscoverRemoteSystems 10.0.187.0/28'), ('Remove User4', 'DiscoverNetworkServices 10.0.187.5'), ('Analyse Enterprise1', 'DiscoverNetworkServices 10.0.187.1'), ('Analyse Op_Host0', 'ExploitRemoteService 10.0.187.4'), ('Remove User3', 'PrivilegeEscalate Enterprise1'), ('DecoyApache Enterprise1', 'ExploitRemoteService 10.0.187.1'), ('DecoyApache Op_Server0', 'ExploitRemoteService 10.0.187.1'), ('DecoyApache Enterprise1', 'PrivilegeEscalate Enterprise2'), ('Analyse User0', 'DiscoverNetworkServices 10.0.187.190'), ('Remove User4', 'ExploitRemoteService 10.0.187.190'), ('Remove Op_Host0', 'PrivilegeEscalate Op_Server0')], total reward: -30.000000000000004
actions: [('Analyse User2', 'DiscoverRemoteSystems 10.0.169.80/28'), ('DecoyApache Enterprise0', 'DiscoverNetworkServices 10.0.169.82'), ('DecoyFemitter Enterprise0', 'DiscoverNetworkServices 10.0.169.84'), ('DecoyApache Op_Host1', 'DiscoverNetworkServices 10.0.169.90'), ('DecoyApache Defender', 'DiscoverNetworkServices 10.0.169.92'), ('Analyse Defender', 'DiscoverNetworkServices 10.0.169.81'), ('Analyse Op_Server0', 'PrivilegeEscalate User0'), ('Analyse Op_Server0', 'ExploitRemoteService 10.0.169.92'), ('DecoyApache Op_Host0', 'PrivilegeEscalate User3'), ('DecoyApache User0', 'DiscoverNetworkServices 10.0.188.41'), ('DecoyFemitter Defender', 'ExploitRemoteService 10.0.169.81'), ('Monitor', 'PrivilegeEscalate User1'), ('DecoyApache User1', 'DiscoverNetworkServices 10.0.188.33'), ('DecoyFemitter Op_Host1', 'ExploitRemoteService 10.0.188.41'), ('DecoyApache Op_Host0', 'ExploitRemoteService 10.0.169.82'), ('DecoyFemitter Defender', 'PrivilegeEscalate User2'), ('DecoyFemitter User3', 'ExploitRemoteService 10.0.169.84'), ('Analyse User4', 'PrivilegeEscalate User4'), ('DecoyApache User2', 'ExploitRemoteService 10.0.188.33'), ('DecoyFemitter Op_Host0', 'PrivilegeEscalate Enterprise1'), ('DecoyFemitter Enterprise0', 'DiscoverRemoteSystems 10.0.188.32/28'), ('Analyse User4', 'DiscoverNetworkServices 10.0.188.36'), ('DecoyApache Op_Host1', 'DiscoverNetworkServices 10.0.188.38'), ('DecoyApache User0', 'ExploitRemoteService 10.0.188.36'), ('Remove Op_Host1', 'PrivilegeEscalate Enterprise2'), ('Remove Op_Server0', 'DiscoverNetworkServices 10.0.95.156'), ('Remove Defender', 'ExploitRemoteService 10.0.169.90'), ('Analyse User1', 'ExploitRemoteService 10.0.188.41'), ('DecoyFemitter Op_Host1', 'PrivilegeEscalate Enterprise0'), ('Monitor', 'ExploitRemoteService 10.0.95.156')], total reward: -26.199999999999996
actions: [('Remove Defender', 'DiscoverRemoteSystems 10.0.161.0/28'), ('Remove Enterprise0', 'DiscoverNetworkServices 10.0.161.12'), ('Analyse User3', 'DiscoverNetworkServices 10.0.161.5'), ('DecoyApache User1', 'DiscoverNetworkServices 10.0.161.10'), ('Remove Op_Host2', 'DiscoverNetworkServices 10.0.161.3'), ('DecoyFemitter Enterprise2', 'DiscoverNetworkServices 10.0.161.2'), ('Remove Op_Server0', 'PrivilegeEscalate User0'), ('Remove User2', 'ExploitRemoteService 10.0.161.3'), ('Remove User4', 'PrivilegeEscalate User1'), ('Analyse Op_Host2', 'DiscoverNetworkServices 10.0.161.190'), ('DecoyApache Enterprise0', 'ExploitRemoteService 10.0.161.190'), ('DecoyApache Enterprise2', 'PrivilegeEscalate Enterprise1'), ('Remove Op_Server0', 'DiscoverRemoteSystems 10.0.161.176/28'), ('Analyse Enterprise1', 'DiscoverNetworkServices 10.0.161.181'), ('DecoyApache Op_Host2', 'DiscoverNetworkServices 10.0.161.189'), ('DecoyApache Op_Host2', 'DiscoverNetworkServices 10.0.161.184'), ('DecoyFemitter User0', 'ExploitRemoteService 10.0.161.2'), ('Remove Op_Host0', 'ExploitRemoteService 10.0.161.181'), ('DecoyFemitter User2', 'ExploitRemoteService 10.0.161.184'), ('DecoyApache User1', 'ExploitRemoteService 10.0.161.189'), ('DecoyApache User0', 'ExploitRemoteService 10.0.161.5'), ('DecoyFemitter Op_Host2', 'PrivilegeEscalate User3'), ('Remove Op_Host1', 'ExploitRemoteService 10.0.161.10'), ('DecoyFemitter Op_Host0', 'PrivilegeEscalate User4'), ('Analyse Op_Server0', 'ExploitRemoteService 10.0.161.12'), ('Sleep', 'PrivilegeEscalate User2'), ('DecoyApache Op_Host0', 'ExploitRemoteService 10.0.161.190'), ('Analyse Op_Server0', 'PrivilegeEscalate Enterprise1'), ('DecoyApache Op_Server0', 'ExploitRemoteService 10.0.161.184'), ('DecoyApache Op_Host1', 'ExploitRemoteService 10.0.161.189')], total reward: -23.699999999999992
actions: [('Remove Enterprise2', 'DiscoverRemoteSystems 10.0.94.16/28'), ('DecoyFemitter User4', 'DiscoverNetworkServices 10.0.94.26'), ('Analyse User0', 'DiscoverNetworkServices 10.0.94.24'), ('DecoyFemitter Op_Host1', 'DiscoverNetworkServices 10.0.94.28'), ('Analyse User3', 'DiscoverNetworkServices 10.0.94.22'), ('DecoyApache Enterprise0', 'DiscoverNetworkServices 10.0.94.19'), ('Analyse Op_Host2', 'PrivilegeEscalate User0'), ('DecoyFemitter Op_Server0', 'ExploitRemoteService 10.0.94.24'), ('Analyse User0', 'PrivilegeEscalate User1'), ('Remove Enterprise1', 'DiscoverNetworkServices 10.0.166.157'), ('Remove Op_Host2', 'ExploitRemoteService 10.0.94.28'), ('DecoyApache User0', 'PrivilegeEscalate User4'), ('DecoyFemitter User3', 'DiscoverNetworkServices 10.0.166.147'), ('Sleep', 'ExploitRemoteService 10.0.94.19'), ('DecoyApache User3', 'PrivilegeEscalate User2'), ('Analyse User0', 'ExploitRemoteService 10.0.166.157'), ('Remove Enterprise2', 'PrivilegeEscalate Enterprise1'), ('DecoyFemitter User2', 'DiscoverRemoteSystems 10.0.166.144/28'), ('DecoyFemitter User1', 'DiscoverNetworkServices 10.0.166.156'), ('Analyse User0', 'DiscoverNetworkServices 10.0.166.154'), ('Analyse Op_Server0', 'ExploitRemoteService 10.0.166.156'), ('DecoyFemitter User3', 'ExploitRemoteService 10.0.94.26'), ('Analyse Defender', 'ExploitRemoteService 10.0.166.147'), ('Remove Op_Host0', 'PrivilegeEscalate Enterprise0'), ('Analyse Op_Host0', 'ExploitRemoteService 10.0.166.156'), ('DecoyApache Enterprise2', 'ExploitRemoteService 10.0.166.147'), ('DecoyFemitter User4', 'ExploitRemoteService 10.0.166.154'), ('Remove Enterprise1', 'PrivilegeEscalate Enterprise2'), ('Analyse User3', 'DiscoverNetworkServices 10.0.46.82'), ('DecoyApache Defender', 'ExploitRemoteService 10.0.166.157')], total reward: -30.000000000000007
actions: [('Remove Op_Host0', 'DiscoverRemoteSystems 10.0.90.0/28'), ('Remove User1', 'DiscoverNetworkServices 10.0.90.14'), ('Analyse Op_Host1', 'DiscoverNetworkServices 10.0.90.3'), ('Remove User0', 'DiscoverNetworkServices 10.0.90.7'), ('DecoyFemitter Op_Host2', 'DiscoverNetworkServices 10.0.90.1'), ('DecoyApache Enterprise2', 'DiscoverNetworkServices 10.0.90.11'), ('DecoyFemitter Op_Server0', 'PrivilegeEscalate User0'), ('Remove Op_Server0', 'ExploitRemoteService 10.0.90.7'), ('Analyse Defender', 'PrivilegeEscalate User2'), ('Analyse Op_Server0', 'DiscoverNetworkServices 10.0.89.74'), ('DecoyApache Op_Host2', 'ExploitRemoteService 10.0.89.74'), ('Remove Defender', 'PrivilegeEscalate Enterprise1'), ('DecoyFemitter User0', 'DiscoverRemoteSystems 10.0.89.64/28'), ('DecoyApache Enterprise0', 'DiscoverNetworkServices 10.0.89.77'), ('Analyse Op_Host2', 'DiscoverNetworkServices 10.0.89.65'), ('DecoyApache Enterprise1', 'DiscoverNetworkServices 10.0.89.67'), ('Remove User1', 'ExploitRemoteService 10.0.90.14'), ('DecoyApache Enterprise2', 'ExploitRemoteService 10.0.90.3'), ('DecoyFemitter User3', 'PrivilegeEscalate User4'), ('DecoyFemitter Defender', 'ExploitRemoteService 10.0.90.1'), ('Monitor', 'ExploitRemoteService 10.0.90.14'), ('Remove Op_Host2', 'PrivilegeEscalate User3'), ('Analyse User3', 'ExploitRemoteService 10.0.89.67'), ('Remove Op_Host0', 'ExploitRemoteService 10.0.89.65'), ('Analyse Enterprise2', 'PrivilegeEscalate Enterprise2'), ('Remove Enterprise1', 'DiscoverNetworkServices 10.0.76.145'), ('DecoyApache User2', 'ExploitRemoteService 10.0.89.67'), ('Analyse Defender', 'ExploitRemoteService 10.0.89.67'), ('Analyse User0', 'ExploitRemoteService 10.0.89.65'), ('Remove Defender', 'PrivilegeEscalate Enterprise2')], total reward: -29.600000000000005
